college_id,college_name,location,ranking,type,specializations_offered,average_cutoff_gre,average_cutoff_gate,average_cutoff_gmat,average_cutoff_sat,average_cutoff_toefl,average_cutoff_ielts,average_cutoff_gpa,tuition_fee_per_year,financial_aid_offered,application_deadline,program_duration,acceptance_rate,faculty_count,student_to_faculty_ratio,research_output,alumni_network_strength,campus_facilities,international_student_support,internship_opportunities,placement_rate,average_starting_salary,research_funding,industry_connections,accreditation,extracurricular_opportunities,housing_availability,preferred_countries,notable_alumni,program_language
569,College_569,"London, UK",293,Public,Data Science,318,66,790,1366,93,6.4,3.44,38182,Yes,"December 16, 2024",4 years,11,230,20:1,Low,Weak,"Labs, Libraries, Sports facilities",No,Yes,73,115766,$68M annually,No,ABET,"Sports, Music",No,Australia,Alumni_100,Hindi
570,College_570,"Sydney, Australia",200,Public,Machine Learning,330,93,795,1398,107,7.3,3.41,29886,Yes,"December 24, 2024",4 years,68,467,9:1,Medium,Weak,"Libraries, Sports fields",Yes,No,53,71071,$27M annually,Yes,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_64,Hindi
571,College_571,"Tokyo, Japan",207,Private,Mechanical Design,335,73,755,1478,88,7.3,3.72,49548,No,"December 27, 2024",3 years,79,406,16:1,Low,Weak,"Labs, Libraries, Sports facilities",No,No,58,98959,$85M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_27,Japanese
572,College_572,"California, USA",114,Public,Cyber Security,320,91,632,1267,119,6.7,3.66,40394,No,"December 16, 2024",2 years,41,130,20:1,Medium,Strong,"Libraries, Sports fields",No,Yes,89,100416,$57M annually,Yes,None,"Sports, Music",Yes,India,Alumni_71,Hindi
573,College_573,"California, USA",83,Public,Mechanical Design,314,91,796,1515,83,7.9,3.48,45614,Yes,"December 17, 2024",1 years,73,302,8:1,Low,Weak,"Dorms, Labs",No,Yes,70,114061,$38M annually,No,None,"Clubs, Music",Yes,Australia,Alumni_7,Mandarin
574,College_574,"Sydney, Australia",129,Public,Mechanical Design,323,56,676,1371,88,7.8,3.41,16825,Yes,"December 10, 2024",3 years,18,497,18:1,High,Strong,"Recreational Centers, Labs",Yes,No,78,122124,$65M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_84,French
575,College_575,"Tokyo, Japan",223,Private,Robotics,304,56,605,1217,91,7.8,3.95,47318,No,"December 24, 2024",2 years,81,285,17:1,Low,Medium,"Libraries, Sports fields",Yes,No,72,123533,$75M annually,No,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_64,Mandarin
576,College_576,"London, UK",18,Public,Machine Learning,300,55,644,1493,118,8.3,2.57,33483,Yes,"December 11, 2024",1 years,38,263,18:1,High,Medium,"Dorms, Labs",No,Yes,52,77394,$19M annually,No,ABET,"Clubs, Music",Yes,Japan,Alumni_20,English
577,College_577,"California, USA",4,Private,Data Science,335,58,600,1364,98,9.0,3.85,59429,No,"December 12, 2024",4 years,17,487,5:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,63,137749,$69M annually,Yes,ABET,"Sports, Music",No,Germany,Alumni_15,Mandarin
578,College_578,"California, USA",94,Private,Robotics,302,55,773,1598,107,6.3,3.31,49418,Yes,"December 13, 2024",2 years,18,224,11:1,High,Strong,"Labs, Libraries, Sports facilities",Yes,No,67,92790,$58M annually,No,ABET,"Clubs, Music",Yes,Japan,Alumni_83,Japanese
579,College_579,"Mumbai, India",151,Private,Data Science,331,93,666,1225,95,6.2,2.92,32203,No,"December 30, 2024",1 years,63,405,15:1,Low,Weak,"Labs, Libraries, Sports facilities",No,No,68,60540,$71M annually,No,None,"Clubs, Music",No,Germany,Alumni_38,Japanese
580,College_580,"California, USA",181,Private,Cyber Security,324,65,600,1520,102,8.9,2.9,48676,Yes,"December 18, 2024",1 years,75,202,13:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,No,64,89397,$44M annually,Yes,None,"Sports, Music",Yes,USA,Alumni_70,Mandarin
581,College_581,"Mumbai, India",188,Private,Data Science,332,84,658,1556,117,8.0,2.56,39823,No,"December 18, 2024",2 years,40,412,5:1,Medium,Strong,"Libraries, Sports fields",No,Yes,90,141362,$67M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_13,German
582,College_582,"Tokyo, Japan",121,Private,Mechanical Design,339,81,696,1419,114,6.4,2.54,38933,Yes,"December 8, 2024",4 years,22,231,10:1,High,Medium,"Libraries, Sports fields",Yes,No,74,72682,$16M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_92,Hindi
583,College_583,"Tokyo, Japan",80,Public,Data Science,311,75,775,1287,98,7.4,2.6,52990,Yes,"December 13, 2024",1 years,29,72,15:1,High,Strong,"Recreational Centers, Labs",Yes,No,95,135531,$25M annually,Yes,ABET,"Clubs, Music",No,Germany,Alumni_97,Japanese
584,College_584,"Sydney, Australia",117,Private,Machine Learning,322,98,771,1426,87,6.2,3.31,56154,No,"December 28, 2024",4 years,18,429,18:1,High,Medium,"Recreational Centers, Labs",Yes,Yes,50,139513,$25M annually,No,ABET,"Sports, Music",Yes,Australia,Alumni_59,English
585,College_585,"Tokyo, Japan",169,Public,Machine Learning,303,62,675,1594,112,7.7,3.87,13893,No,"December 27, 2024",2 years,19,297,12:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,No,50,64104,$49M annually,No,None,"Sports, Music",No,USA,Alumni_20,Mandarin
586,College_586,"California, USA",141,Private,Artificial Intelligence,320,97,622,1538,97,7.9,3.88,26093,Yes,"December 13, 2024",2 years,61,217,19:1,Low,Weak,"Libraries, Sports fields",Yes,Yes,66,128716,$91M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_80,Japanese
587,College_587,"Mumbai, India",266,Public,Machine Learning,292,68,648,1320,100,8.4,3.33,25877,Yes,"December 8, 2024",1 years,71,219,15:1,Low,Medium,"Dorms, Labs",No,No,65,82682,$40M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_17,Hindi
588,College_588,"California, USA",238,Private,Mechanical Design,332,58,639,1514,107,8.3,3.59,33043,No,"December 23, 2024",1 years,20,352,15:1,Medium,Weak,"Libraries, Sports fields",No,Yes,85,141460,$24M annually,No,ABET,"Clubs, Music",Yes,UK,Alumni_100,Japanese
589,College_589,"Mumbai, India",229,Public,Machine Learning,326,74,663,1209,94,6.3,3.65,40674,Yes,"December 17, 2024",3 years,75,184,13:1,High,Medium,"Recreational Centers, Labs",Yes,No,86,70828,$13M annually,Yes,ABET,"Clubs, Music",No,USA,Alumni_57,English
590,College_590,"Mumbai, India",21,Public,Mechanical Design,292,72,694,1249,112,6.1,2.86,48551,No,"December 25, 2024",3 years,50,173,16:1,High,Weak,"Dorms, Labs",Yes,Yes,76,124735,$89M annually,Yes,ABET,"Sports, Music",No,India,Alumni_64,French
591,College_591,"Berlin, Germany",237,Private,Cyber Security,308,84,780,1365,110,6.3,3.31,23807,No,"December 15, 2024",1 years,20,274,15:1,Medium,Medium,"Libraries, Sports fields",No,No,58,141082,$68M annually,Yes,ABET,"Clubs, Music",No,Japan,Alumni_76,Japanese
592,College_592,"Sydney, Australia",256,Public,Cyber Security,293,100,752,1283,82,8.8,3.82,29834,Yes,"December 26, 2024",2 years,55,497,20:1,Medium,Weak,"Libraries, Sports fields",No,Yes,98,122332,$23M annually,No,ABET,"Sports, Music",No,India,Alumni_73,German
593,College_593,"Berlin, Germany",296,Public,Mechanical Design,336,80,787,1206,86,6.2,3.8,49418,Yes,"December 3, 2024",4 years,79,326,7:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,100,80050,$38M annually,No,None,"Sports, Clubs, Hackathons",No,UK,Alumni_100,Hindi
594,College_594,"Tokyo, Japan",181,Public,Artificial Intelligence,311,91,628,1563,96,8.8,3.01,56972,No,"December 26, 2024",4 years,53,178,17:1,High,Strong,"Dorms, Labs",Yes,No,58,146402,$49M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_23,French
595,College_595,"Tokyo, Japan",212,Private,Cyber Security,318,51,751,1317,112,8.2,3.89,12990,Yes,"December 7, 2024",2 years,67,262,14:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,No,93,147141,$92M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_72,French
596,College_596,"California, USA",123,Public,Data Science,291,78,667,1426,114,7.5,3.32,29769,Yes,"December 8, 2024",1 years,66,208,18:1,Low,Strong,"Dorms, Labs",Yes,Yes,94,67388,$79M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_66,English
597,College_597,"Tokyo, Japan",46,Public,Cyber Security,338,98,698,1479,108,8.4,2.8,23427,No,"December 4, 2024",4 years,21,397,13:1,Low,Weak,"Dorms, Labs",No,No,63,110630,$67M annually,No,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_8,Japanese
598,College_598,"Berlin, Germany",275,Private,Data Science,306,93,789,1268,80,8.2,2.76,46158,No,"December 25, 2024",1 years,35,209,17:1,Low,Weak,"Libraries, Sports fields",No,Yes,98,110828,$50M annually,No,None,"Clubs, Music",Yes,Germany,Alumni_42,English
599,College_599,"California, USA",145,Private,Data Science,322,72,778,1402,101,8.0,3.44,33098,No,"December 27, 2024",1 years,17,221,11:1,High,Medium,"Recreational Centers, Labs",Yes,No,62,88818,$53M annually,Yes,None,"Sports, Music",No,Germany,Alumni_8,English
600,College_600,"London, UK",165,Private,Machine Learning,309,92,740,1529,86,7.6,2.89,53340,No,"December 23, 2024",1 years,71,122,5:1,Medium,Strong,"Labs, Libraries, Sports facilities",No,No,61,85756,$70M annually,No,None,"Clubs, Music",No,Australia,Alumni_63,Japanese
601,College_601,"Sydney, Australia",132,Public,Robotics,302,68,698,1392,108,6.8,2.83,12324,Yes,"December 23, 2024",4 years,49,135,18:1,High,Medium,"Dorms, Labs",No,No,51,110962,$12M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_95,Hindi
602,College_602,"Tokyo, Japan",40,Public,Mechanical Design,328,95,738,1290,98,7.1,3.55,31183,No,"December 17, 2024",3 years,51,424,20:1,Low,Strong,"Recreational Centers, Labs",Yes,No,51,147994,$51M annually,No,None,"Sports, Music",Yes,Australia,Alumni_69,German
603,College_603,"Berlin, Germany",151,Private,Data Science,302,57,740,1268,88,8.8,2.73,55554,No,"December 15, 2024",4 years,20,113,17:1,Medium,Strong,"Dorms, Labs",No,Yes,91,70098,$29M annually,Yes,None,"Clubs, Music",Yes,Germany,Alumni_42,English
604,College_604,"California, USA",154,Public,Robotics,291,98,687,1420,89,8.7,2.68,40633,No,"December 2, 2024",4 years,63,335,15:1,Low,Strong,"Libraries, Sports fields",Yes,Yes,93,55321,$63M annually,Yes,None,"Clubs, Music",Yes,Japan,Alumni_13,Hindi
605,College_605,"Berlin, Germany",222,Private,Mechanical Design,329,61,784,1369,113,6.2,3.7,47002,No,"December 2, 2024",1 years,24,236,18:1,Medium,Strong,"Libraries, Sports fields",No,Yes,85,98676,$77M annually,No,ABET,"Sports, Music",No,Germany,Alumni_15,German
606,College_606,"Tokyo, Japan",239,Private,Robotics,316,76,718,1341,99,6.1,3.2,30180,Yes,"December 17, 2024",1 years,52,477,19:1,Medium,Strong,"Labs, Libraries, Sports facilities",No,Yes,69,89736,$48M annually,No,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_89,English
607,College_607,"Sydney, Australia",36,Private,Robotics,294,72,725,1570,85,7.7,2.75,45229,No,"December 1, 2024",3 years,78,303,17:1,Low,Weak,"Labs, Libraries, Sports facilities",No,Yes,56,97235,$91M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_88,German
608,College_608,"Sydney, Australia",137,Private,Machine Learning,319,52,625,1403,95,7.1,3.39,19581,No,"December 12, 2024",1 years,11,248,15:1,High,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,87,52706,$23M annually,No,None,"Clubs, Music",Yes,USA,Alumni_19,Japanese
609,College_609,"California, USA",274,Private,Mechanical Design,330,98,787,1529,88,7.6,2.79,54992,No,"December 30, 2024",1 years,24,265,19:1,High,Strong,"Recreational Centers, Labs",No,Yes,85,116725,$75M annually,Yes,ABET,"Clubs, Music",No,Japan,Alumni_88,French
610,College_610,"California, USA",104,Private,Robotics,299,73,720,1272,119,6.9,2.59,16715,Yes,"December 13, 2024",2 years,84,272,8:1,Medium,Medium,"Libraries, Sports fields",Yes,Yes,69,139928,$86M annually,Yes,ABET,"Sports, Music",No,Japan,Alumni_60,English
611,College_611,"Berlin, Germany",224,Public,Data Science,324,74,800,1305,118,6.5,2.9,35276,Yes,"December 12, 2024",3 years,40,364,9:1,High,Weak,"Dorms, Labs",No,No,99,63793,$48M annually,No,None,"Clubs, Music",Yes,Japan,Alumni_20,Hindi
612,College_612,"London, UK",260,Public,Artificial Intelligence,290,87,765,1578,96,6.1,2.97,26400,No,"December 5, 2024",2 years,79,319,10:1,Low,Medium,"Libraries, Sports fields",No,No,68,92198,$97M annually,No,ABET,"Clubs, Music",Yes,UK,Alumni_48,French
613,College_613,"London, UK",209,Public,Mechanical Design,333,98,766,1295,110,6.7,3.69,34668,No,"December 26, 2024",1 years,59,398,12:1,Low,Weak,"Dorms, Labs",No,No,90,132709,$86M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,USA,Alumni_25,Mandarin
614,College_614,"Tokyo, Japan",104,Public,Cyber Security,327,97,776,1268,118,8.4,3.16,58987,No,"December 10, 2024",4 years,86,418,9:1,Low,Weak,"Labs, Libraries, Sports facilities",No,No,57,108375,$73M annually,Yes,ABET,"Clubs, Music",Yes,Germany,Alumni_84,German
615,College_615,"Sydney, Australia",68,Public,Data Science,296,66,639,1340,87,6.4,3.12,53678,No,"December 6, 2024",3 years,46,324,20:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,87,128709,$81M annually,No,None,"Sports, Music",No,India,Alumni_42,Japanese
616,College_616,"Tokyo, Japan",259,Public,Mechanical Design,298,61,603,1433,106,6.6,3.91,40749,No,"December 20, 2024",1 years,27,321,13:1,High,Strong,"Libraries, Sports fields",No,Yes,91,131631,$97M annually,No,ABET,"Clubs, Music",Yes,UK,Alumni_62,Mandarin
617,College_617,"Berlin, Germany",50,Public,Cyber Security,312,88,685,1380,82,8.1,3.46,53285,No,"December 8, 2024",4 years,16,408,5:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,67,138598,$78M annually,Yes,None,"Sports, Clubs, Hackathons",No,India,Alumni_38,French
618,College_618,"Sydney, Australia",111,Public,Artificial Intelligence,328,57,746,1270,118,8.8,3.22,15752,No,"December 13, 2024",2 years,28,471,17:1,High,Strong,"Libraries, Sports fields",No,No,87,64632,$23M annually,No,None,"Clubs, Music",Yes,India,Alumni_51,French
619,College_619,"Sydney, Australia",212,Public,Mechanical Design,328,60,738,1249,110,9.0,3.27,27862,Yes,"December 10, 2024",4 years,26,368,14:1,Low,Strong,"Dorms, Labs",No,No,55,125545,$92M annually,No,None,"Sports, Music",Yes,India,Alumni_32,German
620,College_620,"Mumbai, India",2,Public,Data Science,337,67,710,1385,86,8.9,3.84,33686,No,"December 23, 2024",4 years,62,300,11:1,High,Medium,"Libraries, Sports fields",Yes,No,53,77193,$54M annually,No,ABET,"Sports, Music",No,UK,Alumni_14,French
621,College_621,"Tokyo, Japan",209,Public,Cyber Security,295,56,740,1478,92,8.3,3.41,59497,No,"December 22, 2024",4 years,79,405,14:1,Medium,Strong,"Dorms, Labs",No,No,90,141422,$53M annually,No,None,"Clubs, Music",Yes,India,Alumni_24,Mandarin
622,College_622,"California, USA",119,Private,Mechanical Design,316,90,778,1551,88,6.2,3.9,42678,No,"December 20, 2024",3 years,76,491,19:1,Medium,Strong,"Libraries, Sports fields",Yes,No,78,51536,$89M annually,Yes,ABET,"Sports, Music",Yes,Australia,Alumni_57,Japanese
623,College_623,"California, USA",154,Public,Robotics,319,90,749,1526,109,8.4,3.52,43904,No,"December 4, 2024",4 years,69,451,15:1,Low,Weak,"Libraries, Sports fields",Yes,Yes,57,99229,$18M annually,Yes,None,"Sports, Music",No,Germany,Alumni_1,Mandarin
624,College_624,"California, USA",41,Private,Robotics,292,83,727,1421,105,8.7,2.69,23498,No,"December 9, 2024",2 years,39,154,6:1,High,Weak,"Recreational Centers, Labs",Yes,No,73,94514,$85M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_65,Japanese
625,College_625,"Mumbai, India",294,Private,Data Science,301,63,698,1557,116,8.0,3.75,28445,Yes,"December 4, 2024",2 years,39,51,10:1,High,Medium,"Dorms, Labs",Yes,No,94,113834,$53M annually,No,ABET,"Sports, Music",No,Japan,Alumni_48,French
626,College_626,"London, UK",105,Public,Robotics,315,57,780,1235,106,6.7,2.52,32189,Yes,"December 2, 2024",3 years,21,235,16:1,High,Medium,"Dorms, Labs",No,No,66,104981,$33M annually,Yes,ABET,"Clubs, Music",No,Australia,Alumni_95,Hindi
627,College_627,"Berlin, Germany",222,Public,Data Science,316,97,600,1231,115,6.0,3.99,46378,Yes,"December 31, 2024",1 years,12,404,11:1,Medium,Weak,"Libraries, Sports fields",No,No,54,70939,$91M annually,No,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_92,Hindi
628,College_628,"Berlin, Germany",300,Private,Artificial Intelligence,312,57,721,1302,103,6.9,2.68,11203,Yes,"December 10, 2024",3 years,63,114,18:1,Low,Strong,"Recreational Centers, Labs",No,No,98,93075,$37M annually,No,ABET,"Clubs, Music",Yes,Australia,Alumni_17,French
629,College_629,"California, USA",71,Private,Data Science,329,59,687,1598,88,8.1,2.82,57431,No,"December 19, 2024",3 years,20,469,5:1,Medium,Strong,"Libraries, Sports fields",No,Yes,86,135549,$26M annually,Yes,ABET,"Sports, Music",No,Germany,Alumni_19,German
630,College_630,"Mumbai, India",35,Public,Machine Learning,324,81,792,1458,97,8.9,3.04,57048,Yes,"December 7, 2024",4 years,65,69,15:1,Medium,Strong,"Dorms, Labs",Yes,No,74,85751,$95M annually,No,ABET,"Sports, Music",Yes,UK,Alumni_33,Mandarin
631,College_631,"Mumbai, India",75,Public,Machine Learning,335,80,631,1425,119,7.6,3.76,28845,Yes,"December 20, 2024",2 years,36,191,6:1,Medium,Strong,"Libraries, Sports fields",No,Yes,61,97836,$23M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_18,Hindi
632,College_632,"Mumbai, India",141,Private,Cyber Security,304,62,687,1390,80,8.5,2.85,30481,No,"December 27, 2024",3 years,87,93,15:1,Low,Medium,"Libraries, Sports fields",No,Yes,54,79478,$88M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_42,English
633,College_633,"Sydney, Australia",206,Private,Cyber Security,320,88,710,1388,111,8.2,3.7,29548,No,"December 14, 2024",4 years,29,480,13:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,99,138115,$16M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_18,Mandarin
634,College_634,"Tokyo, Japan",210,Private,Artificial Intelligence,336,80,666,1212,108,6.5,2.8,59665,No,"December 7, 2024",3 years,29,420,15:1,Medium,Weak,"Recreational Centers, Labs",No,No,75,60837,$42M annually,Yes,ABET,"Clubs, Music",Yes,Australia,Alumni_53,French
635,College_635,"Tokyo, Japan",297,Private,Data Science,335,91,728,1265,102,6.2,3.7,42199,Yes,"December 12, 2024",4 years,42,336,7:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,67,144572,$87M annually,Yes,None,"Clubs, Music",No,Germany,Alumni_97,Mandarin
636,College_636,"London, UK",110,Private,Machine Learning,300,58,785,1219,102,7.8,3.18,42585,Yes,"December 18, 2024",1 years,86,437,9:1,High,Medium,"Libraries, Sports fields",No,Yes,64,105750,$91M annually,No,None,"Sports, Music",No,USA,Alumni_75,English
637,College_637,"Mumbai, India",102,Public,Cyber Security,336,72,651,1533,114,8.5,3.81,53780,Yes,"December 23, 2024",1 years,90,457,20:1,Medium,Strong,"Recreational Centers, Labs",No,Yes,96,111622,$91M annually,No,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_72,Mandarin
638,College_638,"Tokyo, Japan",230,Public,Data Science,300,68,730,1205,116,8.6,2.78,36593,Yes,"December 27, 2024",4 years,71,176,7:1,Low,Medium,"Recreational Centers, Labs",No,No,89,65711,$78M annually,No,None,"Sports, Music",No,Germany,Alumni_40,Mandarin
639,College_639,"Berlin, Germany",69,Private,Machine Learning,292,92,680,1224,97,8.8,2.73,12020,No,"December 9, 2024",3 years,23,356,6:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,No,78,89908,$10M annually,No,ABET,"Clubs, Music",No,Germany,Alumni_24,Mandarin
640,College_640,"Berlin, Germany",169,Public,Cyber Security,303,75,729,1231,102,8.3,2.52,16341,No,"December 18, 2024",3 years,25,66,5:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,No,57,96336,$54M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_31,French
641,College_641,"London, UK",41,Private,Mechanical Design,306,69,656,1459,86,6.1,3.76,13789,No,"December 1, 2024",2 years,36,390,7:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,69,122816,$84M annually,Yes,ABET,"Clubs, Music",Yes,UK,Alumni_14,Mandarin
642,College_642,"Mumbai, India",59,Private,Mechanical Design,332,95,787,1293,81,7.1,2.63,49911,Yes,"December 17, 2024",2 years,55,76,13:1,Low,Strong,"Labs, Libraries, Sports facilities",No,Yes,58,101415,$72M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_35,Hindi
643,College_643,"California, USA",61,Public,Cyber Security,330,99,638,1436,97,7.8,3.23,14945,No,"December 10, 2024",3 years,80,500,19:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,76,73013,$60M annually,Yes,ABET,"Sports, Music",Yes,USA,Alumni_55,English
644,College_644,"Sydney, Australia",58,Public,Data Science,325,76,744,1241,85,8.1,2.67,28165,Yes,"December 1, 2024",4 years,47,374,17:1,Low,Strong,"Labs, Libraries, Sports facilities",No,Yes,68,90203,$54M annually,No,ABET,"Clubs, Music",Yes,India,Alumni_99,English
645,College_645,"Tokyo, Japan",294,Public,Data Science,329,89,732,1289,116,7.6,2.84,48264,Yes,"December 3, 2024",1 years,62,325,14:1,Low,Weak,"Recreational Centers, Labs",Yes,Yes,69,112746,$50M annually,No,None,"Clubs, Music",No,Australia,Alumni_21,Mandarin
646,College_646,"Tokyo, Japan",168,Public,Cyber Security,311,84,708,1269,98,8.4,3.96,17022,Yes,"December 29, 2024",4 years,51,480,14:1,High,Medium,"Dorms, Labs",No,No,71,130923,$10M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,UK,Alumni_55,Japanese
